;PC Software:StarLab Version 2.11 Build 2
;Logged:28/10/2022 at 12:13:03
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Juno Photodiode PD300-1W (s/n:584133)  JN1.53 (s/n:3041014)
;Channel B:Nova II Photodiode PD300-1W (s/n:533500)  NN2.37 (s/n:517373)
;Channel C:Nova II Photodiode PD300-3W-v1 (s/n:928013)  NN2.17 (s/n:626171)

;Channel A:Details
;Name:PD300-1W
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel B:Details
;Name:PD300-1W
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel C:Details
;Name:PD300-3W-v1
;Graph Color:RGB(51,204,51)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT
;--------------------


;First Pulse Arrived : 28/10/2022 at 12:13:03.340000
  Timestamp   	  Channel A  	  Channel B  	  Channel C  	
      9528.334	  3.450e-005 	             	             	
      9528.573	             	  6.360e-006 	             	
      9528.743	             	             	  3.830e-005 	
      9529.401	  3.450e-005 	             	             	
      9529.629	             	  6.410e-006 	             	
      9529.798	             	             	  3.830e-005 	
      9530.466	  3.450e-005 	             	             	
      9530.685	             	  6.390e-006 	             	
      9530.854	             	             	  3.830e-005 	
      9531.467	  3.450e-005 	             	             	
      9531.710	             	  6.390e-006 	             	
      9531.879	             	             	  3.820e-005 	
      9532.467	  3.450e-005 	             	             	
      9532.766	             	  6.410e-006 	             	
      9532.935	             	             	  3.820e-005 	
      9533.467	  3.450e-005 	             	             	
      9533.822	             	  6.400e-006 	             	
      9533.991	             	             	  3.810e-005 	
      9534.467	  3.440e-005 	             	             	
      9534.845	             	  6.400e-006 	             	
      9535.047	             	             	  3.820e-005 	
      9535.467	  3.450e-005 	             	             	
      9535.901	             	  6.380e-006 	             	
      9536.071	             	             	  3.820e-005 	
      9536.467	  3.440e-005 	             	             	
      9536.957	             	  6.400e-006 	             	
      9537.127	             	             	  3.810e-005 	
      9537.467	  3.450e-005 	             	             	
      9538.045	             	  6.390e-006 	             	
      9538.183	             	             	  3.810e-005 	
      9538.467	  3.440e-005 	             	             	
      9539.101	             	  6.380e-006 	             	
      9539.207	             	             	  3.810e-005 	
      9539.467	  3.450e-005 	             	             	
      9540.157	             	  6.390e-006 	             	
      9540.263	             	             	  3.810e-005 	
      9540.467	  3.440e-005 	             	             	
      9541.213	             	  6.390e-006 	             	
      9541.319	             	             	  3.810e-005 	
      9541.467	  3.430e-005 	             	             	
      9542.237	             	  6.400e-006 	             	
      9542.343	             	             	  3.810e-005 	
      9542.467	  3.430e-005 	             	             	
      9543.293	             	  6.400e-006 	             	
      9543.399	             	             	  3.810e-005 	
      9543.467	  3.430e-005 	             	             	
      9544.349	             	  6.200e-006 	             	
      9544.455	             	             	  3.830e-005 	
      9544.467	  3.450e-005 	             	             	
      9545.373	             	  6.170e-006 	             	
      9545.467	  3.440e-005 	             	             	
      9545.542	             	             	  3.820e-005 	
      9546.429	             	  6.290e-006 	             	
      9546.533	  3.440e-005 	             	             	
      9546.598	             	             	  3.810e-005 	
      9547.485	             	  6.320e-006 	             	
      9547.599	  3.450e-005 	             	             	
      9547.654	             	             	  3.810e-005 	
      9548.510	             	  6.330e-006 	             	
      9548.600	  3.450e-005 	             	             	
      9548.711	             	             	  3.820e-005 	
      9549.566	             	  6.330e-006 	             	
      9549.600	  3.450e-005 	             	             	
      9549.735	             	             	  3.830e-005 	
      9550.600	  3.450e-005 	             	             	
      9550.621	             	  6.290e-006 	             	
      9550.791	             	             	  3.850e-005 	
      9551.600	  3.460e-005 	             	             	
      9551.709	             	  6.210e-006 	             	
      9551.847	             	             	  3.850e-005 	
      9552.600	  3.450e-005 	             	             	
      9552.765	             	  6.240e-006 	             	
      9552.871	             	             	  3.840e-005 	
      9553.600	  3.450e-005 	             	             	
      9553.821	             	  6.310e-006 	             	
      9553.927	             	             	  3.840e-005 	
      9554.600	  3.450e-005 	             	             	
      9554.877	             	  6.300e-006 	             	
      9554.983	             	             	  3.840e-005 	
      9555.600	  3.450e-005 	             	             	
      9555.901	             	  6.340e-006 	             	
      9556.007	             	             	  3.830e-005 	
      9556.600	  3.450e-005 	             	             	
      9556.957	             	  6.280e-006 	             	
      9557.063	             	             	  3.840e-005 	
      9557.600	  3.450e-005 	             	             	
      9558.013	             	  6.320e-006 	             	
      9558.119	             	             	  3.830e-005 	
      9558.600	  3.450e-005 	             	             	
      9559.037	             	  6.350e-006 	             	
      9559.175	             	             	  3.830e-005 	
      9559.600	  3.450e-005 	             	             	
